"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"100+ years"	"100+"	"Non-Injury: Peptic ulcer"	"GR113-090"	311	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Diseases of appendix"	"GR113-091"	20	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Hernia"	"GR113-092"	126	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	31	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	349	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	4026	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Infections of kidney"	"GR113-102"	80	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Hyperplasia of prostate"	"GR113-103"	80	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	6	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	0	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	0	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	0	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	76	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	11752	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	33233	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	100	Not Applicable	Not Applicable
"Total"	"100+ years"	"100+"			232979	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Cut/Pierce"	"GRINJ-001"	42	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Drowning"	"GRINJ-002"	263	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Fall"	"GRINJ-003"	36	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Fire/Flame"	"GRINJ-004"	59	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Hot object/Substance"	"GRINJ-005"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Firearm"	"GRINJ-006"	166	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Machinery"	"GRINJ-007"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Motor Vehicle Traffic"	"GRINJ-008"	210	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Other Pedal cyclist"	"GRINJ-009"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Other Pedestrian"	"GRINJ-010"	38	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Other land transport"	"GRINJ-011"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Other transport"	"GRINJ-012"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Natural/Environmental"	"GRINJ-013"	147	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Overexertion"	"GRINJ-014"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Poisoning"	"GRINJ-015"	126	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Struck by or against"	"GRINJ-016"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Suffocation"	"GRINJ-017"	65	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Other specified, classifiable Injury"	"GRINJ-018"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	25	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Unspecified Injury"	"GRINJ-020"	143	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Intestinal infections"	"GR113 001-003"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Tuberculosis"	"GR113 005-006"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Whooping cough"	"GR113-007"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Scarlet fever and erysipelas"	"GR113-008"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Meningococcal infection"	"GR113-009"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Septicemia"	"GR113-010"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Syphilis"	"GR113-011"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Acute poliomyelitis"	"GR113-012"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Measles"	"GR113-014"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Viral hepatitis"	"GR113-015"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	21	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Malaria"	"GR113-017"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	108	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Anemias"	"GR113-045"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Diabetes mellitus"	"GR113-046"	15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Meningitis"	"GR113-050"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Parkinsons disease"	"GR113-051"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Alzheimers disease"	"GR113-052"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	479	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	40	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Atherosclerosis"	"GR113-071"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	28	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	38	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Peptic ulcer"	"GR113-090"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Diseases of appendix"	"GR113-091"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Hernia"	"GR113-092"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	34	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Infections of kidney"	"GR113-102"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Hyperplasia of prostate"	"GR113-103"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	0	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	985	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	141	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	3	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"			3383	Not Applicable	Not Applicable
"Total"					29176040	3530708204	826.4
"---"
"Dataset: Underlying Cause of Death, 1999-2010"
"Query Parameters:"
"Title:"
"Autopsy: All"
"Five-Year Age Groups: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: All"
"Urbanization: All"
"Weekday: All"
"Year/Month: All"
"Group By: Five-Year Age Groups, Injury Mechanism & All Other Leading Causes"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: May 28, 2014 6:09:08 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2010 on CDC WONDER Online Database, released 2012. Data are from the Multiple Cause of Death Files, 1999-2010, as compiled"
"from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/ucd-icd10.html on May 28, 2014 6:09:08 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. Circumstances in Georgia for the year 2008 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"". Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"" and therefore unusually low"
"death counts in other ICD-10 codes, most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."""
"Caution should be used in interpreting these data. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, other than the infant"
"age groups, are bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009"
"series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999"
"are from the 1990-1999 intercensal series of July 1 estimates. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
